rule_id,family,direction,date,or_class,or_size,signal_ts,entry_ts,entry_price,exit_ts,exit_price,exit_reason,net_pnl,scope
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-10-07,tight,56.5,2024-10-07 10:27:00-04:00,2024-10-07 10:28:00-04:00,20179.75,2024-10-07 10:28:00-04:00,20165.125,stop,-30.59,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-10-08,tight,46.25,2024-10-08 09:53:00-04:00,2024-10-08 09:54:00-04:00,20133.75,2024-10-08 09:56:00-04:00,20150.59375,target,32.3475,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-10-09,tight,61.0,2024-10-09 10:15:00-04:00,2024-10-09 10:16:00-04:00,20306.0,2024-10-09 10:20:00-04:00,20328.375,target,43.41,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-10-10,tight,50.0,2024-10-10 10:10:00-04:00,2024-10-10 10:11:00-04:00,20405.75,2024-10-10 10:20:00-04:00,20392.75,stop,-27.34,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-10-11,tight,39.0,2024-10-11 09:49:00-04:00,2024-10-11 09:50:00-04:00,20358.75,2024-10-11 09:53:00-04:00,20348.25,stop,-22.34,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-10-14,normal,68.25,2024-10-14 10:20:00-04:00,2024-10-14 10:21:00-04:00,20616.25,2024-10-14 10:26:00-04:00,20641.34375,target,48.8475,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-10-21,normal,65.25,2024-10-21 09:53:00-04:00,2024-10-21 09:54:00-04:00,20497.75,2024-10-21 09:57:00-04:00,20480.9375,stop,-34.965,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-10-22,normal,89.5,2024-10-22 09:54:00-04:00,2024-10-22 09:55:00-04:00,20463.0,2024-10-22 09:56:00-04:00,20440.125,stop,-47.09,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-10-25,normal,98.75,2024-10-25 09:46:00-04:00,2024-10-25 09:47:00-04:00,20606.25,2024-10-25 09:55:00-04:00,20642.78125,target,71.7225,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-10-29,normal,94.75,2024-10-29 10:11:00-04:00,2024-10-29 10:12:00-04:00,20535.75,2024-10-29 10:24:00-04:00,20570.78125,target,68.7225,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-10-30,wide,126.5,2024-10-30 10:22:00-04:00,2024-10-30 10:23:00-04:00,20684.25,2024-10-30 10:50:00-04:00,20652.125,stop,-65.59,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-11-01,wide,107.5,2024-11-01 09:56:00-04:00,2024-11-01 09:57:00-04:00,20172.25,2024-11-01 10:03:00-04:00,20144.875,stop,-56.09,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-11-04,wide,128.75,2024-11-04 10:06:00-05:00,2024-11-04 10:07:00-05:00,20145.25,2024-11-04 10:24:00-05:00,20193.03125,target,94.2225,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-11-05,normal,96.0,2024-11-05 09:50:00-05:00,2024-11-05 09:51:00-05:00,20255.75,2024-11-05 09:55:00-05:00,20291.25,target,69.66,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-11-07,normal,87.75,2024-11-07 09:57:00-05:00,2024-11-07 09:58:00-05:00,21098.75,2024-11-07 10:45:00-05:00,21131.15625,target,63.4725,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-11-26,tight,65.5,2024-11-26 09:49:00-05:00,2024-11-26 09:50:00-05:00,21016.75,2024-11-26 09:53:00-05:00,20999.875,stop,-35.09,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-11-29,tight,69.75,2024-11-29 09:51:00-05:00,2024-11-29 09:52:00-05:00,20884.25,2024-11-29 09:59:00-05:00,20909.90625,target,49.9725,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-12-02,normal,113.0,2024-12-02 09:52:00-05:00,2024-12-02 09:53:00-05:00,21152.25,2024-12-02 10:15:00-05:00,21194.125,target,82.41,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-12-03,tight,68.5,2024-12-03 10:00:00-05:00,2024-12-03 10:01:00-05:00,21210.75,2024-12-03 10:20:00-05:00,21193.125,stop,-36.59,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-12-04,tight,48.75,2024-12-04 10:10:00-05:00,2024-12-04 10:11:00-05:00,21450.25,2024-12-04 10:15:00-05:00,21437.5625,stop,-26.715,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-12-09,tight,59.5,2024-12-09 09:54:00-05:00,2024-12-09 09:55:00-05:00,21643.75,2024-12-09 09:56:00-05:00,21628.375,stop,-32.09,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-12-10,normal,71.25,2024-12-10 09:48:00-05:00,2024-12-10 09:49:00-05:00,21584.75,2024-12-10 09:50:00-05:00,21566.4375,stop,-37.965,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-12-12,tight,40.75,2024-12-12 10:25:00-05:00,2024-12-12 10:26:00-05:00,21705.25,2024-12-12 10:28:00-05:00,21694.5625,stop,-22.715,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-12-13,wide,104.75,2024-12-13 09:48:00-05:00,2024-12-13 09:49:00-05:00,21904.0,2024-12-13 09:54:00-05:00,21877.3125,stop,-54.715,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-12-16,tight,54.75,2024-12-16 10:17:00-05:00,2024-12-16 10:18:00-05:00,21966.5,2024-12-16 10:19:00-05:00,21952.3125,stop,-29.715,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-12-18,normal,89.25,2024-12-18 10:10:00-05:00,2024-12-18 10:11:00-05:00,22002.75,2024-12-18 10:45:00-05:00,22035.71875,target,64.5975,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2024-12-24,normal,76.0,2024-12-24 09:51:00-05:00,2024-12-24 09:52:00-05:00,21881.5,2024-12-24 10:00:00-05:00,21909.5,target,54.66,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-01-02,wide,206.5,2025-01-02 09:55:00-05:00,2025-01-02 09:56:00-05:00,21389.25,2025-01-02 10:20:00-05:00,21337.125,stop,-105.59,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-01-06,normal,105.0,2025-01-06 10:13:00-05:00,2025-01-06 10:14:00-05:00,21838.5,2025-01-06 10:23:00-05:00,21877.375,target,76.41,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-01-13,normal,84.5,2025-01-13 09:54:00-05:00,2025-01-13 09:55:00-05:00,20809.0,2025-01-13 09:56:00-05:00,20840.1875,target,61.035,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-01-15,normal,121.0,2025-01-15 09:56:00-05:00,2025-01-15 09:57:00-05:00,21323.5,2025-01-15 10:02:00-05:00,21368.375,target,88.41,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-01-22,tight,79.5,2025-01-22 09:52:00-05:00,2025-01-22 09:53:00-05:00,21996.5,2025-01-22 09:57:00-05:00,22025.8125,target,57.285,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-01-23,tight,49.75,2025-01-23 10:36:00-05:00,2025-01-23 10:37:00-05:00,21923.5,2025-01-23 11:02:00-05:00,21941.65625,target,34.9725,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-01-24,tight,52.75,2025-01-24 09:48:00-05:00,2025-01-24 09:49:00-05:00,22065.75,2025-01-24 09:51:00-05:00,22052.0625,stop,-28.715,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-01-27,wide,194.75,2025-01-27 09:52:00-05:00,2025-01-27 09:53:00-05:00,21317.75,2025-01-27 10:04:00-05:00,21268.5625,stop,-99.715,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-01-30,tight,71.5,2025-01-30 09:47:00-05:00,2025-01-30 09:48:00-05:00,21692.5,2025-01-30 09:49:00-05:00,21718.8125,target,51.285,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-01-31,tight,74.25,2025-01-31 09:54:00-05:00,2025-01-31 09:55:00-05:00,21857.75,2025-01-31 09:57:00-05:00,21838.6875,stop,-39.465,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-02-03,normal,137.0,2025-02-03 10:29:00-05:00,2025-02-03 10:30:00-05:00,21353.25,2025-02-03 10:41:00-05:00,21404.125,target,100.41,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-02-04,normal,118.5,2025-02-04 09:52:00-05:00,2025-02-04 09:53:00-05:00,21540.25,2025-02-04 10:00:00-05:00,21584.1875,target,86.535,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-02-05,tight,68.75,2025-02-05 10:39:00-05:00,2025-02-05 10:40:00-05:00,21592.25,2025-02-05 10:49:00-05:00,21574.5625,stop,-36.715,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-02-06,tight,52.0,2025-02-06 09:51:00-05:00,2025-02-06 09:52:00-05:00,21797.5,2025-02-06 09:53:00-05:00,21816.5,target,36.66,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-02-10,tight,60.75,2025-02-10 10:01:00-05:00,2025-02-10 10:02:00-05:00,21814.25,2025-02-10 10:02:00-05:00,21798.5625,stop,-32.715,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-02-11,normal,96.75,2025-02-11 10:12:00-05:00,2025-02-11 10:13:00-05:00,21800.5,2025-02-11 10:28:00-05:00,21836.28125,target,70.2225,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-02-12,wide,132.0,2025-02-12 09:49:00-05:00,2025-02-12 09:50:00-05:00,21676.0,2025-02-12 10:01:00-05:00,21642.5,stop,-68.34,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-02-13,normal,116.0,2025-02-13 10:17:00-05:00,2025-02-13 10:18:00-05:00,21961.5,2025-02-13 10:37:00-05:00,22004.5,target,84.66,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-02-14,tight,50.0,2025-02-14 10:07:00-05:00,2025-02-14 10:08:00-05:00,22141.0,2025-02-14 10:10:00-05:00,22159.25,target,35.16,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-02-26,normal,85.75,2025-02-26 09:52:00-05:00,2025-02-26 09:53:00-05:00,21298.5,2025-02-26 09:56:00-05:00,21276.5625,stop,-45.215,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-02-28,wide,184.5,2025-02-28 10:13:00-05:00,2025-02-28 10:14:00-05:00,20682.75,2025-02-28 10:16:00-05:00,20636.125,stop,-94.59,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-03-05,wide,142.75,2025-03-05 10:07:00-05:00,2025-03-05 10:08:00-05:00,20489.0,2025-03-05 10:09:00-05:00,20452.8125,stop,-73.715,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-03-06,normal,91.5,2025-03-06 10:03:00-05:00,2025-03-06 10:04:00-05:00,20354.5,2025-03-06 10:06:00-05:00,20388.3125,target,66.285,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-03-11,wide,166.5,2025-03-11 10:00:00-04:00,2025-03-11 10:01:00-04:00,19578.0,2025-03-11 10:02:00-04:00,19535.875,stop,-85.59,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-03-14,normal,150.5,2025-03-14 09:54:00-04:00,2025-03-14 09:55:00-04:00,19608.25,2025-03-14 09:57:00-04:00,19570.125,stop,-77.59,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-03-19,normal,107.25,2025-03-19 10:47:00-04:00,2025-03-19 10:48:00-04:00,19622.75,2025-03-19 10:54:00-04:00,19595.4375,stop,-55.965,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-03-20,normal,150.0,2025-03-20 09:50:00-04:00,2025-03-20 09:51:00-04:00,19715.25,2025-03-20 10:00:00-04:00,19771.0,target,110.16,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-03-24,tight,64.25,2025-03-24 09:47:00-04:00,2025-03-24 09:48:00-04:00,20301.0,2025-03-24 09:53:00-04:00,20324.59375,target,45.8475,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-03-25,tight,60.5,2025-03-25 10:21:00-04:00,2025-03-25 10:22:00-04:00,20433.5,2025-03-25 10:27:00-04:00,20417.875,stop,-32.59,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-03-27,normal,132.0,2025-03-27 10:00:00-04:00,2025-03-27 10:01:00-04:00,20097.75,2025-03-27 10:07:00-04:00,20064.25,stop,-68.34,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-04-01,tight,94.75,2025-04-01 09:48:00-04:00,2025-04-01 09:49:00-04:00,19454.0,2025-04-01 09:50:00-04:00,19429.8125,stop,-49.715,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-04-02,wide,216.75,2025-04-02 09:56:00-04:00,2025-04-02 09:57:00-04:00,19556.5,2025-04-02 10:11:00-04:00,19501.8125,stop,-110.715,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-04-07,wide,307.75,2025-04-07 09:52:00-04:00,2025-04-07 09:53:00-04:00,17067.0,2025-04-07 09:57:00-04:00,17181.90625,target,228.4725,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-04-08,normal,139.75,2025-04-08 09:53:00-04:00,2025-04-08 09:54:00-04:00,18208.5,2025-04-08 09:58:00-04:00,18260.40625,target,102.4725,full_history
or_retest|long|buffer_points=0|confirm_pattern=break_prev|end=11:00|max_risk_points=120|max_stop=80|min_reward_points=8|or_class=all|or_stop_fraction=0.25|rr=1.5|start=09:45|stop_mode=or_fraction|target_mode=rr|time_exit=12:00|touch_tolerance=5,or_retest,long,2025-04-11,wide,217.75,2025-04-11 09:52:00-04:00,2025-04-11 09:53:00-04:00,18581.75,2025-04-11 10:00:00-04:00,18526.8125,stop,-111.215,full_history
