idea_id,entry_time_et,exit_time_et,direction,fill_count,net_pnl,setup_label,time_bucket,or_classification,entry_vs_or,first_completed_or_breakout,entry_vs_vwap,entry_vs_15m_ema9,rsi_regime,trend_state,volume_ratio_15m,prior_day_trend_direction,prior_day_zombie_proxy,minutes_to_15m_close_at_entry,mae_points,mfe_points,move_after_15m_points,move_after_30m_points
196,2026-04-20 13:01:44.577118-04:00,2026-04-20 15:03:42.451773-04:00,short,4,35.56,orb_breakout_or_retest_candidate,12:00-13:30,normal,below_or,short,above,above,neutral,mixed,0.3711522439145218,up,False,13.257048033333332,25.91666666666788,62.33333333333212,25.08333333333212,30.58333333333212
85,2026-01-15 09:55:36.631130-05:00,2026-01-15 09:57:24.128771-05:00,short,1,33.76,discretionary_or_unclassified,09:30-10:00,normal,inside_or,none,above,above,bull_trend_zone,uptrend_above_ema,2.660967206148633,down,False,4.389481166666667,10.75,38.25,46.5,43.0
59,2025-12-26 10:25:55.595369-05:00,2025-12-26 11:14:01.573218-05:00,long,2,33.519999999999996,discretionary_or_unclassified,10:00-11:00,tight,near_or_low,short,below,near,neutral,downtrend_below_ema,2.0314449304012046,up,False,4.073410516666667,12.75,41.5,15.25,26.75
181,2026-04-01 10:55:21.932472-04:00,2026-04-01 12:32:11.247890-04:00,short,3,32.28,discretionary_or_unclassified,10:00-11:00,normal,above_or,long,above,above,bull_trend_zone,uptrend_above_ema,1.5182391536394038,up,True,4.6344588,69.58333333333212,32.16666666666788,-3.8333333333321207,-6.083333333332121
38,2025-12-05 11:03:18.216427-05:00,2025-12-05 13:05:34.914069-05:00,long,3,31.28,orb_breakout_or_retest_candidate,11:00-12:00,normal,inside_or,long,below,near,neutral,uptrend_above_ema,2.1085961215822655,down,False,11.696392883333335,84.41666666666788,26.08333333333212,-36.66666666666788,-50.16666666666788
37,2025-12-05 10:06:10.190509-05:00,2025-12-05 10:47:21.990514-05:00,short,1,30.76,discretionary_or_unclassified,10:00-11:00,normal,above_or,long,above,above,bull_trend_zone,uptrend_above_ema,1.97776751888735,down,False,8.830158183333333,35.75,38.25,-17.25,-15.0
7,2025-11-17 13:58:16.361276-05:00,2025-11-17 14:57:29.636304-05:00,long,6,30.600000000000016,discretionary_or_unclassified,13:30-15:00,wide,below_or,long,below,below,neutral,downtrend_below_ema,0.5944335268804034,up,False,1.7273120666666666,66.07500000000073,89.17499999999927,59.17499999999927,12.674999999999272
87,2026-01-16 11:43:34.482257-05:00,2026-01-16 12:32:44.569276-05:00,short,2,30.520000000000003,orb_breakout_or_retest_candidate,11:00-12:00,tight,below_or,short,below,near,neutral,uptrend_above_ema,0.7145822938510333,down,True,1.4252957166666667,42.25,32.75,-7.5,1.0
182,2026-04-02 10:32:47.417127-04:00,2026-04-02 13:52:14.996677-04:00,short,2,28.02000000000001,discretionary_or_unclassified,10:00-11:00,normal,above_or,long,above,above,neutral,mixed,1.6800318410024728,up,False,12.20971455,208.75,110.25,-109.0,-48.75
131,2026-02-25 09:35:29.103516-05:00,2026-02-25 15:55:32.303620-05:00,short,4,26.339999999999954,pre_or_locked_trade,09:30-10:00,tight,above_or,none,above,unknown,unknown,unknown,,up,False,9.5149414,53.722222222222626,125.77777777777737,17.027777777777374,9.527777777777374
113,2026-02-09 10:59:29.018099-05:00,2026-02-09 15:37:47.240674-05:00,short,4,25.04000000000001,inverse_orb_candidate,10:00-11:00,wide,above_or,long,above,above,bull_trend_zone,uptrend_above_ema,1.2866457167031438,up,True,0.5163650166666667,63.75,59.75,33.75,9.25
39,2025-12-05 14:47:39.443075-05:00,2025-12-05 14:50:19.943512-05:00,long,1,23.26,orb_breakout_or_retest_candidate,13:30-15:00,normal,inside_or,long,below,below,neutral,downtrend_below_ema,0.41042405417293415,down,False,12.342615416666666,2.0,19.75,19.75,21.5
16,2025-11-21 10:55:18.597736-05:00,2025-11-21 11:16:50.935435-05:00,long,2,22.02,discretionary_or_unclassified,10:00-11:00,normal,below_or,short,below,below,bear_trend_zone,downtrend_below_ema,1.5122881044361614,down,True,4.690037733333333,141.875,21.875,-27.375,47.125
57,2025-12-24 10:09:18.634190-05:00,2025-12-24 10:18:42.671185-05:00,short,2,20.540000000000003,discretionary_or_unclassified,10:00-11:00,tight,near_or_high,none,above,above,bull_trend_zone,uptrend_above_ema,1.6264411402932948,up,True,5.689430166666667,8.5625,12.9375,22.9375,12.4375
169,2026-03-26 14:39:25.278026-04:00,2026-03-26 14:53:00.225408-04:00,long,1,19.26,discretionary_or_unclassified,13:30-15:00,tight,below_or,long,below,below,bear_trend_zone,downtrend_below_ema,0.5922147804385257,down,False,5.578699566666667,24.5,16.5,14.25,-37.0
150,2026-03-16 10:48:26.219151-04:00,2026-03-16 12:42:40.115811-04:00,short,2,19.02,discretionary_or_unclassified,10:00-11:00,tight,inside_or,long,below,above,neutral,uptrend_above_ema,1.1537553663898026,down,False,11.563014149999999,81.875,55.625,-11.375,-50.375
146,2026-03-11 10:24:38.002834-04:00,2026-03-11 13:47:35.663008-04:00,short,5,17.80000000000001,discretionary_or_unclassified,10:00-11:00,tight,below_or,none,below,below,neutral,mixed,2.0257029569116884,down,False,5.366619433333333,118.40000000000146,97.84999999999854,-36.900000000001455,-78.15000000000146
63,2025-12-30 10:13:56.620036-05:00,2025-12-30 10:15:21.468585-05:00,long,1,16.52,orb_breakout_or_retest_candidate,10:00-11:00,tight,inside_or,long,below,below,neutral,mixed,3.10277236723839,up,False,1.0563327333333334,10.0,15.75,1.5,-10.0
175,2026-03-30 12:24:37.707412-04:00,2026-03-30 12:27:14.015200-04:00,short,1,14.76,orb_breakout_or_retest_candidate,12:00-13:30,wide,below_or,short,below,below,neutral,downtrend_below_ema,0.8089667586703468,down,True,5.371543133333334,11.75,22.25,-13.0,7.75
172,2026-03-27 15:21:34.532885-04:00,2026-03-27 15:23:51.433036-04:00,long,1,13.26,discretionary_or_unclassified,15:00-16:00,normal,below_or,short,below,below,bear_trend_zone,downtrend_below_ema,0.7881542954245369,down,True,8.424451916666666,11.75,12.5,-2.25,-59.75
109,2026-02-04 12:39:53.408073-05:00,2026-02-04 12:41:15.428060-05:00,long,1,12.26,discretionary_or_unclassified,12:00-13:30,normal,below_or,short,below,below,bear_trend_zone,downtrend_below_ema,0.8959890331871873,down,True,5.10986545,23.0,25.0,23.25,0.25
76,2026-01-09 12:26:17.794338-05:00,2026-01-09 12:31:24.543157-05:00,short,1,10.76,inverse_orb_candidate,12:00-13:30,wide,above_or,long,above,above,bull_trend_zone,uptrend_above_ema,0.5011491723724177,down,False,3.7034276999999998,7.25,10.0,2.75,-11.75
61,2025-12-29 10:08:40.806606-05:00,2025-12-29 10:09:59.623207-05:00,short,1,10.26,discretionary_or_unclassified,10:00-11:00,wide,inside_or,none,below,below,bear_trend_zone,downtrend_below_ema,3.832679390835938,down,False,6.319889900000001,14.5,20.5,-34.25,-58.0
83,2026-01-14 12:01:38.402792-05:00,2026-01-14 12:02:24.601589-05:00,long,1,9.76,inverse_orb_candidate,12:00-13:30,wide,below_or,short,below,below,bear_trend_zone,downtrend_below_ema,1.1761950527378509,down,False,13.359953466666667,3.0,17.0,12.75,7.5
94,2026-01-23 10:20:16.571756-05:00,2026-01-23 12:42:16.129636-05:00,short,3,8.279999999999982,discretionary_or_unclassified,10:00-11:00,normal,above_or,long,above,above,neutral,uptrend_above_ema,2.0266702364034264,down,False,9.723804066666666,96.08333333333212,77.91666666666788,-24.58333333333212,-53.83333333333212
163,2026-03-23 15:32:25.236738-04:00,2026-03-23 15:36:49.542829-04:00,short,1,7.76,discretionary_or_unclassified,15:00-16:00,normal,inside_or,long,below,near,neutral,uptrend_above_ema,0.5806707455245864,flat,False,12.579387700000002,7.75,8.75,-22.0,76.0
66,2025-12-31 09:52:23.333375-05:00,2025-12-31 10:02:52.875299-05:00,long,2,7.039999999999999,discretionary_or_unclassified,09:30-10:00,tight,near_or_low,none,below,below,bear_trend_zone,downtrend_below_ema,3.686189636174071,down,False,7.6111104166666665,12.5,29.0,5.0,-20.0
198,2026-04-21 11:43:33.221070-04:00,2026-04-21 11:44:51.213441-04:00,long,1,4.76,orb_breakout_or_retest_candidate,11:00-12:00,normal,inside_or,long,below,below,neutral,downtrend_below_ema,1.7242527012406057,down,False,1.4463155,9.5,10.75,0.25,-0.75
192,2026-04-13 10:02:35.902811-04:00,2026-04-13 10:22:00.663667-04:00,short,1,3.76,discretionary_or_unclassified,10:00-11:00,tight,above_or,long,above,above,neutral,uptrend_above_ema,3.1541755269134515,down,False,12.401619816666665,36.5,51.5,42.0,2.5
106,2026-02-03 10:04:07.758503-05:00,2026-02-03 12:19:02.756507-05:00,long,4,3.059999999999988,inverse_orb_candidate,10:00-11:00,wide,below_or,short,below,below,bear_trend_zone,downtrend_below_ema,3.379292447102576,up,True,10.870691616666667,92.625,150.875,81.375,7.125
95,2026-01-26 09:58:40.779219-05:00,2026-01-26 15:54:50.308562-05:00,short,5,2.299999999999997,discretionary_or_unclassified,09:30-10:00,normal,above_or,none,above,above,neutral,uptrend_above_ema,2.934676112038098,up,False,1.3203463500000001,51.849999999998545,77.90000000000146,47.150000000001455,38.650000000001455
56,2025-12-23 15:49:04.569539-05:00,2025-12-23 15:50:17.308930-05:00,short,1,2.26,discretionary_or_unclassified,15:00-16:00,normal,above_or,long,above,above,bull_trend_zone,uptrend_above_ema,0.5342212563458428,down,False,10.923841016666668,10.0,5.75,-7.25,-7.25
107,2026-02-03 14:38:28.431381-05:00,2026-02-03 14:57:26.934019-05:00,long,1,2.26,inverse_orb_candidate,13:30-15:00,wide,below_or,short,below,below,bear_trend_zone,downtrend_below_ema,1.026066322366184,up,True,6.52614365,69.5,18.5,-44.0,-15.5
72,2026-01-06 15:17:30.523276-05:00,2026-01-06 15:24:13.022662-05:00,short,1,2.26,discretionary_or_unclassified,15:00-16:00,tight,above_or,long,above,above,bull_trend_zone,uptrend_above_ema,0.5163068415615018,down,False,12.491278733333333,3.5,6.5,2.5,-18.5
119,2026-02-12 12:01:36.779246-05:00,2026-02-12 12:16:05.003055-05:00,long,1,1.26,discretionary_or_unclassified,12:00-13:30,tight,below_or,short,below,below,bear_trend_zone,downtrend_below_ema,1.0135126590913779,down,False,13.387012566666668,7.5,64.25,28.75,29.25
116,2026-02-10 10:25:56.985680-05:00,2026-02-10 11:16:35.623077-05:00,short,1,1.26,discretionary_or_unclassified,10:00-11:00,normal,inside_or,none,above,above,neutral,uptrend_above_ema,2.439443768763519,up,False,4.050238666666667,56.75,34.25,-14.75,7.0
62,2025-12-29 13:01:18.006874-05:00,2025-12-29 13:01:40.507115-05:00,short,1,1.26,orb_breakout_or_retest_candidate,12:00-13:30,wide,inside_or,short,below,below,neutral,downtrend_below_ema,0.5520572327693265,down,False,13.699885433333332,5.25,1.75,-4.25,-14.25
36,2025-12-04 13:07:43.771385-05:00,2025-12-04 14:16:59.205690-05:00,short,1,0.26,discretionary_or_unclassified,12:00-13:30,normal,inside_or,none,below,below,neutral,mixed,0.424668390756653,up,False,7.2704769166666665,54.5,4.75,-29.5,-35.0
