idea_id,direction,setup_label,human_entry_ts,human_entry_price,human_1c_net_pnl,mech_rule,mech_signal_ts,mech_entry_price,delta_minutes,delta_price_signed,or_high,or_low,or_size,or_class
191,short,discretionary_or_unclassified,2026-04-10 09:47:22.479268-04:00,25333.5,93.16,orb_break,2026-04-10 10:02:00-04:00,25293.5,-14.625345533333332,-40.0,25372.0,25290.0,82.0,tight
192,short,discretionary_or_unclassified,2026-04-13 10:02:35.902811-04:00,25296.5,3.16,orb_break,2026-04-13 09:46:00-04:00,25178.0,16.598380183333333,-118.5,25239.25,25174.5,64.75,tight
193,short,discretionary_or_unclassified,2026-04-14 10:00:34.273271-04:00,25962.896739130436,0.6599999999999999,inverse_orb,2026-04-14 09:47:00-04:00,25739.75,13.571221183333334,-223.1467391304359,25756.25,25655.5,100.75,normal
194,short,pre_or_locked_trade,2026-04-16 09:41:38.318596-04:00,26381.0,85.16,orb_break,2026-04-16 09:52:00-04:00,26317.75,-10.361356733333334,-63.25,26453.5,26345.5,108.0,normal
195,short,discretionary_or_unclassified,2026-04-20 09:50:17.227233-04:00,26752.75,39.16,orb_break,2026-04-20 09:49:00-04:00,26731.0,1.28712055,-21.75,26826.0,26732.75,93.25,normal
196,short,orb_breakout_or_retest_candidate,2026-04-20 13:01:44.577118-04:00,26722.333333333332,5.3266666666642415,orb_break,2026-04-20 09:49:00-04:00,26731.0,192.74295196666665,8.66666666666788,26826.0,26732.75,93.25,normal
197,short,discretionary_or_unclassified,2026-04-21 10:25:10.142551-04:00,26830.0,147.66,inverse_orb,2026-04-21 10:03:00-04:00,26826.5,22.169042516666664,-3.5,26838.0,26726.25,111.75,normal
198,long,orb_breakout_or_retest_candidate,2026-04-21 11:43:33.221070-04:00,26732.5,4.16,orb_break,2026-04-21 10:00:00-04:00,26845.25,103.55368449999999,-112.75,26838.0,26726.25,111.75,normal
199,short,discretionary_or_unclassified,2026-04-22 10:33:04.463592-04:00,26992.071428571428,4.874285714282596,inverse_orb,2026-04-22 10:03:00-04:00,26880.25,30.0743932,-111.82142857142753,26892.5,26813.0,79.5,tight
200,short,discretionary_or_unclassified,2026-04-23 11:08:04.849126-04:00,26986.053571428572,10.767142857144936,inverse_orb,2026-04-23 09:51:00-04:00,27066.75,77.08081876666667,80.69642857142753,27067.75,26964.0,103.75,normal
