date,rule,signal_ts,entry_ts,entry_price,stop_price,target_price,exit_ts,exit_price,exit_reason,net_pnl
2024-06-20,tier1_short,2024-06-20 10:10:00-04:00,2024-06-20 10:11:00-04:00,19903.5,19943.5,19853.5,2024-06-20 10:19:00-04:00,19856.0,target,93.66
2024-07-11,tier1_short,2024-07-11 10:00:00-04:00,2024-07-11 10:01:00-04:00,20850.25,20890.25,20800.25,2024-07-11 10:11:00-04:00,20802.75,target,93.66
2024-07-26,tier1_short,2024-07-26 10:08:00-04:00,2024-07-26 10:09:00-04:00,19064.0,19104.0,19014.0,2024-07-26 10:10:00-04:00,19106.5,stop,-86.34
2024-08-07,tier1_short,2024-08-07 10:39:00-04:00,2024-08-07 10:40:00-04:00,18435.5,18475.5,18385.5,2024-08-07 10:44:00-04:00,18478.0,stop,-86.34
2024-08-28,tier1_short,2024-08-28 10:28:00-04:00,2024-08-28 10:29:00-04:00,19573.75,19613.75,19523.75,2024-08-28 10:42:00-04:00,19526.25,target,93.66
2024-09-10,tier1_short,2024-09-10 10:22:00-04:00,2024-09-10 10:23:00-04:00,18704.0,18744.0,18654.0,2024-09-10 10:26:00-04:00,18746.5,stop,-86.34
2024-09-17,tier1_short,2024-09-17 10:00:00-04:00,2024-09-17 10:01:00-04:00,19512.0,19552.0,19462.0,2024-09-17 10:04:00-04:00,19554.5,stop,-86.34
2024-09-18,tier1_short,2024-09-18 10:19:00-04:00,2024-09-18 10:20:00-04:00,19429.25,19469.25,19379.25,2024-09-18 10:40:00-04:00,19471.75,stop,-86.34
2024-09-26,tier1_short,2024-09-26 10:00:00-04:00,2024-09-26 10:01:00-04:00,20416.5,20456.5,20366.5,2024-09-26 10:25:00-04:00,20369.0,target,93.66
2024-09-27,tier1_short,2024-09-27 10:19:00-04:00,2024-09-27 10:20:00-04:00,20285.25,20325.25,20235.25,2024-09-27 10:22:00-04:00,20327.75,stop,-86.34
2024-09-30,tier1_short,2024-09-30 10:15:00-04:00,2024-09-30 10:16:00-04:00,20158.5,20198.5,20108.5,2024-09-30 10:30:00-04:00,20201.0,stop,-86.34
2024-10-21,tier1_short,2024-10-21 10:50:00-04:00,2024-10-21 10:51:00-04:00,20414.25,20454.25,20364.25,2024-10-21 11:08:00-04:00,20366.75,target,93.66
2024-10-28,tier1_short,2024-10-28 11:00:00-04:00,2024-10-28 11:01:00-04:00,20549.75,20589.75,20499.75,2024-10-28 15:55:00-04:00,20502.25,target,93.66
2024-11-11,tier1_short,2024-11-11 10:12:00-05:00,2024-11-11 10:13:00-05:00,21175.75,21215.75,21125.75,2024-11-11 10:32:00-05:00,21218.25,stop,-86.34
2024-11-14,tier1_short,2024-11-14 10:03:00-05:00,2024-11-14 10:04:00-05:00,21073.5,21113.5,21023.5,2024-11-14 10:08:00-05:00,21116.0,stop,-86.34
2024-11-15,tier1_short,2024-11-15 10:01:00-05:00,2024-11-15 10:02:00-05:00,20672.0,20712.0,20622.0,2024-11-15 10:14:00-05:00,20624.5,target,93.66
2024-11-22,tier1_short,2024-11-22 10:14:00-05:00,2024-11-22 10:15:00-05:00,20764.75,20804.75,20714.75,2024-11-22 10:39:00-05:00,20807.25,stop,-86.34
2024-11-27,tier1_short,2024-11-27 10:00:00-05:00,2024-11-27 10:01:00-05:00,20843.5,20883.5,20793.5,2024-11-27 10:16:00-05:00,20796.0,target,93.66
2024-12-10,tier1_short,2024-12-10 11:00:00-05:00,2024-12-10 11:01:00-05:00,21493.0,21533.0,21443.0,2024-12-10 14:02:00-05:00,21445.5,target,93.66
2024-12-17,tier1_short,2024-12-17 10:15:00-05:00,2024-12-17 10:16:00-05:00,21952.0,21992.0,21902.0,2024-12-17 10:40:00-05:00,21994.5,stop,-86.34
2024-12-23,tier1_short,2024-12-23 10:02:00-05:00,2024-12-23 10:03:00-05:00,21581.75,21621.75,21531.75,2024-12-23 10:03:00-05:00,21624.25,stop,-86.34
2025-01-08,tier1_short,2025-01-08 10:28:00-05:00,2025-01-08 10:29:00-05:00,21281.25,21321.25,21231.25,2025-01-08 10:35:00-05:00,21323.75,stop,-86.34
2025-01-14,tier1_short,2025-01-14 10:29:00-05:00,2025-01-14 10:30:00-05:00,21013.75,21053.75,20963.75,2025-01-14 10:38:00-05:00,20966.25,target,93.66
2025-01-16,tier1_short,2025-01-16 10:11:00-05:00,2025-01-16 10:12:00-05:00,21381.25,21421.25,21331.25,2025-01-16 10:59:00-05:00,21423.75,stop,-86.34
2025-01-29,tier1_short,2025-01-29 10:42:00-05:00,2025-01-29 10:43:00-05:00,21493.75,21533.75,21443.75,2025-01-29 12:21:00-05:00,21536.25,stop,-86.34
2025-02-03,tier1_short,2025-02-03 10:07:00-05:00,2025-02-03 10:08:00-05:00,21161.75,21201.75,21111.75,2025-02-03 10:09:00-05:00,21204.25,stop,-86.34
2025-02-21,tier1_short,2025-02-21 10:05:00-05:00,2025-02-21 10:06:00-05:00,22077.0,22117.0,22027.0,2025-02-21 10:24:00-05:00,22029.5,target,93.66
2025-03-10,tier1_short,2025-03-10 10:00:00-04:00,2025-03-10 10:01:00-04:00,19764.5,19804.5,19714.5,2025-03-10 10:02:00-04:00,19717.0,target,93.66
2025-03-12,tier1_short,2025-03-12 10:11:00-04:00,2025-03-12 10:12:00-04:00,19659.25,19699.25,19609.25,2025-03-12 10:16:00-04:00,19611.75,target,93.66
2025-03-13,tier1_short,2025-03-13 10:36:00-04:00,2025-03-13 10:37:00-04:00,19437.5,19477.5,19387.5,2025-03-13 10:51:00-04:00,19480.0,stop,-86.34
2025-04-03,tier1_short,2025-04-03 10:33:00-04:00,2025-04-03 10:34:00-04:00,18900.25,18940.25,18850.25,2025-04-03 10:41:00-04:00,18852.75,target,93.66
2025-04-28,tier1_short,2025-04-28 10:30:00-04:00,2025-04-28 10:31:00-04:00,19469.0,19509.0,19419.0,2025-04-28 10:36:00-04:00,19511.5,stop,-86.34
2025-05-14,tier1_short,2025-05-14 10:11:00-04:00,2025-05-14 10:12:00-04:00,21302.0,21342.0,21252.0,2025-05-14 10:13:00-04:00,21344.5,stop,-86.34
2025-05-16,tier1_short,2025-05-16 10:36:00-04:00,2025-05-16 10:37:00-04:00,21372.0,21412.0,21322.0,2025-05-16 10:45:00-04:00,21324.5,target,93.66
2025-06-04,tier1_short,2025-06-04 10:43:00-04:00,2025-06-04 10:44:00-04:00,21713.25,21753.25,21663.25,2025-06-04 10:58:00-04:00,21755.75,stop,-86.34
2025-06-05,tier1_short,2025-06-05 10:02:00-04:00,2025-06-05 10:03:00-04:00,21729.25,21769.25,21679.25,2025-06-05 10:23:00-04:00,21771.75,stop,-86.34
2025-07-16,tier1_short,2025-07-16 10:25:00-04:00,2025-07-16 10:26:00-04:00,22982.5,23022.5,22932.5,2025-07-16 10:30:00-04:00,23025.0,stop,-86.34
2025-07-23,tier1_short,2025-07-23 10:18:00-04:00,2025-07-23 10:19:00-04:00,23169.5,23209.5,23119.5,2025-07-23 11:00:00-04:00,23212.0,stop,-86.34
2025-07-24,tier1_short,2025-07-24 10:12:00-04:00,2025-07-24 10:13:00-04:00,23308.0,23348.0,23258.0,2025-07-24 10:36:00-04:00,23350.5,stop,-86.34
2025-07-29,tier1_short,2025-07-29 10:01:00-04:00,2025-07-29 10:02:00-04:00,23574.0,23614.0,23524.0,2025-07-29 10:53:00-04:00,23526.5,target,93.66
2025-08-05,tier1_short,2025-08-05 10:21:00-04:00,2025-08-05 10:22:00-04:00,23287.5,23327.5,23237.5,2025-08-05 10:37:00-04:00,23240.0,target,93.66
2025-08-07,tier1_short,2025-08-07 10:24:00-04:00,2025-08-07 10:25:00-04:00,23561.5,23601.5,23511.5,2025-08-07 11:04:00-04:00,23514.0,target,93.66
2025-08-15,tier1_short,2025-08-15 10:41:00-04:00,2025-08-15 10:42:00-04:00,23826.25,23866.25,23776.25,2025-08-15 11:39:00-04:00,23778.75,target,93.66
2025-09-04,tier1_short,2025-09-04 10:03:00-04:00,2025-09-04 10:04:00-04:00,23436.75,23476.75,23386.75,2025-09-04 10:24:00-04:00,23479.25,stop,-86.34
2025-09-05,tier1_short,2025-09-05 10:05:00-04:00,2025-09-05 10:06:00-04:00,23810.0,23850.0,23760.0,2025-09-05 10:14:00-04:00,23762.5,target,93.66
2025-09-17,tier1_short,2025-09-17 10:11:00-04:00,2025-09-17 10:12:00-04:00,24218.25,24258.25,24168.25,2025-09-17 11:05:00-04:00,24170.75,target,93.66
2025-09-23,tier1_short,2025-09-23 10:00:00-04:00,2025-09-23 10:01:00-04:00,24930.25,24970.25,24880.25,2025-09-23 10:41:00-04:00,24972.75,stop,-86.34
2025-09-24,tier1_short,2025-09-24 10:02:00-04:00,2025-09-24 10:03:00-04:00,24808.5,24848.5,24758.5,2025-09-24 11:42:00-04:00,24761.0,target,93.66
2025-10-09,tier1_short,2025-10-09 10:26:00-04:00,2025-10-09 10:27:00-04:00,25255.25,25295.25,25205.25,2025-10-09 10:43:00-04:00,25207.75,target,93.66
2025-10-31,tier1_short,2025-10-31 10:09:00-04:00,2025-10-31 10:10:00-04:00,26092.5,26132.5,26042.5,2025-10-31 10:33:00-04:00,26135.0,stop,-86.34
2025-11-21,tier1_short,2025-11-21 10:08:00-05:00,2025-11-21 10:09:00-05:00,24146.5,24186.5,24096.5,2025-11-21 10:13:00-05:00,24099.0,target,93.66
2025-11-25,tier1_short,2025-11-25 10:02:00-05:00,2025-11-25 10:03:00-05:00,24703.25,24743.25,24653.25,2025-11-25 10:05:00-05:00,24745.75,stop,-86.34
2025-12-10,tier1_short,2025-12-10 11:00:00-05:00,2025-12-10 11:01:00-05:00,25551.5,25591.5,25501.5,2025-12-10 11:11:00-05:00,25594.0,stop,-86.34
2025-12-12,tier1_short,2025-12-12 10:00:00-05:00,2025-12-12 10:01:00-05:00,25517.75,25557.75,25467.75,2025-12-12 10:07:00-05:00,25470.25,target,93.66
2025-12-17,tier1_short,2025-12-17 10:12:00-05:00,2025-12-17 10:13:00-05:00,25055.5,25095.5,25005.5,2025-12-17 10:22:00-05:00,25098.0,stop,-86.34
2025-12-23,tier1_short,2025-12-23 10:11:00-05:00,2025-12-23 10:12:00-05:00,25633.5,25673.5,25583.5,2025-12-23 10:16:00-05:00,25676.0,stop,-86.34
2026-01-13,tier1_short,2026-01-13 10:08:00-05:00,2026-01-13 10:09:00-05:00,25922.25,25962.25,25872.25,2026-01-13 10:18:00-05:00,25874.75,target,93.66
2026-01-15,tier1_short,2026-01-15 10:44:00-05:00,2026-01-15 10:45:00-05:00,25849.5,25889.5,25799.5,2026-01-15 11:00:00-05:00,25892.0,stop,-86.34
2026-02-04,tier1_short,2026-02-04 10:30:00-05:00,2026-02-04 10:31:00-05:00,25216.25,25256.25,25166.25,2026-02-04 10:34:00-05:00,25168.75,target,93.66
2026-02-17,tier1_short,2026-02-17 10:20:00-05:00,2026-02-17 10:21:00-05:00,24598.25,24638.25,24548.25,2026-02-17 10:22:00-05:00,24550.75,target,93.66
2026-02-23,tier1_short,2026-02-23 10:12:00-05:00,2026-02-23 10:13:00-05:00,24869.25,24909.25,24819.25,2026-02-23 10:20:00-05:00,24911.75,stop,-86.34
2026-03-03,tier1_short,2026-03-03 10:13:00-05:00,2026-03-03 10:14:00-05:00,24489.0,24529.0,24439.0,2026-03-03 10:18:00-05:00,24441.5,target,93.66
2026-03-27,tier1_short,2026-03-27 10:13:00-04:00,2026-03-27 10:14:00-04:00,23499.75,23539.75,23449.75,2026-03-27 10:15:00-04:00,23542.25,stop,-86.34
2026-04-16,tier1_short,2026-04-16 10:17:00-04:00,2026-04-16 10:18:00-04:00,26326.25,26366.25,26276.25,2026-04-16 10:26:00-04:00,26368.75,stop,-86.34
2026-04-20,tier1_short,2026-04-20 10:18:00-04:00,2026-04-20 10:19:00-04:00,26719.0,26759.0,26669.0,2026-04-20 10:22:00-04:00,26761.5,stop,-86.34
